Clase,Pieza,Superficie_1,Superficie_2,Tamaño_cavidad_mm,Estado_cavidad,Técnica,Tipo_resina,Índice_contracción_%,Peso_resina_inicial_mg,Peso_sobrante_mg,Margen_cavo_mm,Ajuste_margen
I,5,Oclusal,,1.12,Con tejido remanente,Estratificación,Fluida,1.02,56.99,9.15,1.67,Equiobturado
I,5,Oclusal,,3.33,Con tejido remanente,Bulk,Bulk,2.4,56.35,2.52,1.86,Equiobturado
I,5,Oclusal,,2.81,Limpia,Bulk,Bulk,1.55,79.85,11.34,1.34,Equiobturado
I,5,Oclusal,,2.54,Con tejido remanente,Bulk,Bulk,3.74,66.59,10.69,1.81,Sobreobturado
I,5,Oclusal,,3.31,Limpia,Estratificación,Con fibra de vidrio,1.66,90.64,13.51,1.91,Sobreobturado
I,5,Oclusal,,2.69,Limpia,Bulk,Fluida,2.11,114.67,14.65,1.42,Subobturado
I,5,Oclusal,,3.44,Con tejido remanente,Estratificación,Bulk,3.81,109.89,5.29,1.27,Equiobturado
I,5,Oclusal,,2.14,Limpia,Estratificación,Con fibra de vidrio,3.5,113.97,19.86,1.25,Equiobturado
I,5,Oclusal,,3.81,Con tejido remanente,Bulk,Bulk,1.45,116.72,13.85,0.5,Sobreobturado
I,5,Oclusal,,3.49,Con tejido remanente,Bulk,Bulk,1.25,101.88,5.78,0.97,Equiobturado
I,5,Oclusal,,1.65,Limpia,Estratificación,Compuesta,3.69,79.28,11.94,1.8,Equiobturado
I,5,Oclusal,,4.15,Limpia,Estratificación,Con fibra de vidrio,4.27,80.8,7.75,0.59,Subobturado
I,5,Oclusal,,2.66,Con tejido remanente,Bulk,Compuesta,3.44,91.83,16.23,0.73,Equiobturado
I,5,Oclusal,,4.21,Con tejido remanente,Estratificación,Compuesta,2.84,59.69,2.74,0.82,Sobreobturado
I,5,Oclusal,,3.86,Con tejido remanente,Estratificación,Con fibra de vidrio,4.03,102.13,4.36,0.99,Sobreobturado
I,5,Oclusal,,1.99,Limpia,Bulk,Bulk,1.76,78.4,4.81,1.51,Equiobturado
I,5,Oclusal,,1.86,Limpia,Bulk,Fluida,3.72,56.94,10.63,1.65,Sobreobturado
I,5,Bucal,,4.47,Con tejido remanente,Bulk,Fluida,3.58,67.91,13.37,0.85,Subobturado
I,5,Bucal,,3.93,Limpia,Bulk,Fluida,4.49,92.85,0.47,1.97,Sobreobturado
I,5,Bucal,,1.24,Limpia,Estratificación,Bulk,2.86,76.42,14.77,1.15,Subobturado
I,5,Bucal,,4.12,Con tejido remanente,Estratificación,Bulk,2.66,108.7,12.54,1.5,Subobturado
I,5,Bucal,,4.67,Con tejido remanente,Estratificación,Con fibra de vidrio,4.91,96.55,16.37,1.94,Subobturado
I,5,Bucal,,4.15,Limpia,Estratificación,Con fibra de vidrio,4.33,116.76,9.33,1.83,Sobreobturado
I,5,Bucal,,1.81,Limpia,Bulk,Con fibra de vidrio,4.72,99.13,3.51,1.21,Equiobturado
I,5,Bucal,,1.46,Limpia,Estratificación,Bulk,4.79,108.1,5.27,1.07,Subobturado
I,5,Bucal,,2.62,Con tejido remanente,Bulk,Compuesta,1.68,107.49,8.52,1.93,Subobturado
I,5,Bucal,,1.1,Con tejido remanente,Estratificación,Bulk,1.17,111.96,6.03,1.16,Equiobturado
I,5,Bucal,,4.81,Limpia,Bulk,Bulk,2.59,56.44,7.65,0.74,Subobturado
I,5,Bucal,,3.92,Limpia,Estratificación,Bulk,1.39,56.35,2.47,1.36,Sobreobturado
I,5,Bucal,,3.64,Limpia,Bulk,Fluida,2.32,79.89,10.58,1.7,Sobreobturado
I,5,Bucal,,1.13,Con tejido remanente,Estratificación,Bulk,2.67,60.18,3.74,0.58,Equiobturado
I,5,Bucal,,2.75,Con tejido remanente,Bulk,Con fibra de vidrio,4.97,69.33,1.4,0.93,Sobreobturado
I,5,Bucal,,4.75,Con tejido remanente,Bulk,Fluida,4.44,55.34,7.8,0.85,Equiobturado
I,5,Bucal,,2.04,Limpia,Estratificación,Con fibra de vidrio,2.87,86.21,17.1,0.82,Sobreobturado
I,5,Bucal,,4.37,Limpia,Bulk,Fluida,2.76,117.76,18.34,0.93,Subobturado
I,5,Bucal,,3.69,Limpia,Estratificación,Bulk,2.44,95.61,14.0,1.38,Sobreobturado
I,5,Bucal,,2.9,Con tejido remanente,Estratificación,Compuesta,2.28,82.71,6.79,1.87,Equiobturado
I,5,Lingual,,2.85,Limpia,Bulk,Con fibra de vidrio,2.78,81.78,10.12,1.59,Sobreobturado
I,5,Lingual,,4.49,Con tejido remanente,Bulk,Bulk,3.86,65.83,12.58,0.8,Sobreobturado
I,5,Lingual,,4.48,Con tejido remanente,Bulk,Fluida,1.28,100.35,7.68,0.79,Equiobturado
I,5,Lingual,,2.57,Limpia,Bulk,Compuesta,1.65,89.79,17.44,1.24,Subobturado
I,5,Lingual,,3.39,Limpia,Bulk,Compuesta,1.06,89.4,15.96,0.95,Equiobturado
I,5,Lingual,,3.38,Con tejido remanente,Bulk,Con fibra de vidrio,4.19,80.5,14.02,0.8,Subobturado
I,5,Lingual,,4.6,Con tejido remanente,Estratificación,Con fibra de vidrio,4.8,79.81,0.16,0.55,Equiobturado
I,5,Lingual,,3.15,Con tejido remanente,Estratificación,Bulk,4.77,62.42,6.75,0.82,Subobturado
I,5,Lingual,,2.0,Con tejido remanente,Estratificación,Con fibra de vidrio,3.0,96.2,8.93,0.88,Equiobturado
I,5,Lingual,,4.42,Limpia,Bulk,Bulk,3.63,94.6,15.86,1.76,Subobturado
I,5,Lingual,,2.23,Limpia,Bulk,Fluida,2.3,74.12,0.66,1.49,Equiobturado
I,5,Lingual,,4.28,Limpia,Estratificación,Bulk,4.35,60.58,9.11,1.44,Sobreobturado
I,5,Lingual,,4.53,Con tejido remanente,Estratificación,Fluida,1.3,75.98,13.79,1.82,Sobreobturado
I,5,Lingual,,2.61,Con tejido remanente,Bulk,Bulk,3.86,102.79,15.5,1.65,Sobreobturado
I,5,Lingual,,2.66,Con tejido remanente,Bulk,Bulk,3.29,93.89,16.76,1.39,Equiobturado
I,5,Lingual,,4.47,Limpia,Bulk,Fluida,1.57,57.52,6.38,0.94,Subobturado
I,5,Lingual,,5.0,Limpia,Estratificación,Fluida,3.68,65.53,7.62,1.86,Subobturado
I,5,Lingual,,4.25,Limpia,Estratificación,Compuesta,4.24,87.99,1.4,0.8,Sobreobturado
I,5,Lingual,,2.38,Limpia,Bulk,Bulk,3.1,107.72,20.74,0.56,Sobreobturado
I,5,Lingual,,2.26,Limpia,Estratificación,Bulk,1.3,117.33,20.58,1.87,Subobturado
I,6,Oclusal,,4.91,Con tejido remanente,Estratificación,Con fibra de vidrio,3.59,105.63,13.58,1.07,Sobreobturado
I,6,Oclusal,,4.21,Con tejido remanente,Estratificación,Compuesta,2.95,118.76,20.28,1.72,Equiobturado
I,6,Oclusal,,1.31,Limpia,Estratificación,Bulk,2.13,97.38,7.49,1.44,Subobturado
I,6,Oclusal,,4.43,Limpia,Estratificación,Compuesta,4.77,95.83,6.31,1.59,Equiobturado
I,6,Oclusal,,3.99,Con tejido remanente,Estratificación,Fluida,4.54,112.07,11.52,1.08,Subobturado
I,6,Oclusal,,4.34,Limpia,Estratificación,Bulk,4.67,109.83,13.68,1.29,Equiobturado
I,6,Oclusal,,4.93,Limpia,Estratificación,Bulk,2.65,103.93,13.17,1.83,Equiobturado
I,6,Oclusal,,3.93,Limpia,Bulk,Fluida,4.81,60.76,7.09,0.91,Equiobturado
I,6,Oclusal,,4.62,Limpia,Bulk,Bulk,4.82,64.55,2.92,1.41,Subobturado
I,6,Oclusal,,4.76,Con tejido remanente,Bulk,Bulk,4.92,60.19,3.44,1.46,Sobreobturado
I,6,Oclusal,,4.84,Con tejido remanente,Estratificación,Bulk,1.73,116.87,20.97,1.89,Sobreobturado
I,6,Oclusal,,1.41,Con tejido remanente,Estratificación,Fluida,4.79,110.5,2.39,1.39,Sobreobturado
I,6,Oclusal,,2.5,Limpia,Bulk,Fluida,2.17,95.57,18.31,1.94,Subobturado
I,6,Oclusal,,1.78,Con tejido remanente,Estratificación,Fluida,4.53,75.02,1.01,1.57,Subobturado
I,6,Oclusal,,3.16,Limpia,Bulk,Fluida,2.09,103.94,3.55,1.6,Subobturado
I,6,Oclusal,,3.92,Limpia,Bulk,Con fibra de vidrio,2.51,52.41,1.83,1.6,Subobturado
I,6,Oclusal,,2.78,Con tejido remanente,Estratificación,Bulk,4.99,89.7,11.09,1.18,Sobreobturado
I,6,Oclusal,,4.23,Con tejido remanente,Bulk,Bulk,3.71,77.23,12.29,0.7,Sobreobturado
I,6,Oclusal,,3.37,Limpia,Estratificación,Fluida,1.78,95.34,10.39,1.42,Subobturado
I,6,Oclusal,,4.09,Limpia,Estratificación,Bulk,4.23,86.35,11.83,1.38,Subobturado
I,6,Bucal,,2.45,Con tejido remanente,Estratificación,Fluida,3.47,61.61,9.27,1.1,Subobturado
I,6,Bucal,,4.29,Limpia,Estratificación,Compuesta,1.69,85.02,2.4,1.93,Equiobturado
I,6,Bucal,,1.97,Con tejido remanente,Estratificación,Bulk,1.96,109.69,11.26,0.86,Subobturado
I,6,Bucal,,3.87,Limpia,Estratificación,Con fibra de vidrio,2.17,76.43,13.9,0.83,Sobreobturado
I,6,Bucal,,3.79,Limpia,Bulk,Con fibra de vidrio,2.0,90.17,13.18,0.58,Subobturado
I,6,Bucal,,1.49,Limpia,Estratificación,Bulk,3.73,105.05,12.37,1.78,Equiobturado
I,6,Bucal,,2.53,Limpia,Estratificación,Bulk,4.93,81.28,2.05,0.98,Equiobturado
I,6,Bucal,,4.91,Limpia,Estratificación,Con fibra de vidrio,1.92,112.43,21.27,1.4,Equiobturado
I,6,Bucal,,2.48,Con tejido remanente,Estratificación,Compuesta,4.86,59.42,6.9,0.98,Subobturado
I,6,Bucal,,3.13,Limpia,Estratificación,Compuesta,4.19,90.84,2.53,1.22,Subobturado
I,6,Bucal,,3.53,Limpia,Estratificación,Compuesta,1.57,74.39,10.96,0.84,Subobturado
I,6,Bucal,,3.31,Con tejido remanente,Estratificación,Compuesta,1.67,117.42,11.82,0.98,Equiobturado
I,6,Bucal,,1.71,Limpia,Bulk,Con fibra de vidrio,2.6,58.78,7.29,1.0,Sobreobturado
I,6,Bucal,,3.95,Con tejido remanente,Estratificación,Bulk,4.0,117.37,9.39,0.5,Equiobturado
I,6,Bucal,,1.98,Limpia,Estratificación,Bulk,2.01,71.36,9.62,1.13,Equiobturado
I,6,Bucal,,2.92,Con tejido remanente,Bulk,Bulk,4.33,51.69,0.64,1.84,Subobturado
I,6,Bucal,,3.04,Limpia,Estratificación,Fluida,3.89,83.2,13.67,0.7,Equiobturado
I,6,Bucal,,1.71,Limpia,Bulk,Compuesta,4.31,114.58,21.84,0.54,Sobreobturado
I,6,Bucal,,3.58,Limpia,Estratificación,Con fibra de vidrio,4.89,99.2,7.8,1.36,Subobturado
I,6,Bucal,,4.92,Con tejido remanente,Estratificación,Con fibra de vidrio,2.41,77.88,2.03,1.14,Subobturado
I,6,Lingual,,2.25,Limpia,Bulk,Compuesta,3.04,95.37,3.22,0.57,Equiobturado
I,6,Lingual,,2.46,Limpia,Bulk,Fluida,2.58,105.65,2.94,0.7,Equiobturado
I,6,Lingual,,3.24,Con tejido remanente,Estratificación,Fluida,2.62,72.21,6.39,1.79,Subobturado
I,6,Lingual,,1.9,Con tejido remanente,Estratificación,Bulk,4.98,69.8,4.5,1.61,Equiobturado
I,6,Lingual,,1.4,Con tejido remanente,Bulk,Fluida,4.95,68.12,5.71,1.81,Subobturado
I,6,Lingual,,4.92,Con tejido remanente,Estratificación,Compuesta,2.32,116.19,3.49,0.98,Subobturado
I,6,Lingual,,1.82,Con tejido remanente,Estratificación,Con fibra de vidrio,1.84,59.36,2.3,1.81,Sobreobturado
I,6,Lingual,,3.54,Con tejido remanente,Estratificación,Fluida,4.34,83.61,16.29,1.09,Equiobturado
I,6,Lingual,,3.42,Con tejido remanente,Estratificación,Bulk,4.02,62.29,5.99,0.91,Subobturado
I,6,Lingual,,3.58,Con tejido remanente,Bulk,Fluida,3.59,78.17,9.51,0.57,Sobreobturado
I,6,Lingual,,2.13,Limpia,Estratificación,Bulk,3.74,101.52,17.09,1.48,Equiobturado
I,6,Lingual,,1.88,Con tejido remanente,Estratificación,Compuesta,3.44,80.85,10.88,1.95,Sobreobturado
I,6,Lingual,,2.35,Limpia,Bulk,Compuesta,3.27,61.12,0.26,1.85,Subobturado
I,6,Lingual,,4.43,Limpia,Bulk,Bulk,2.04,95.26,8.72,1.85,Subobturado
I,6,Lingual,,3.73,Limpia,Bulk,Con fibra de vidrio,1.29,109.15,9.3,1.13,Equiobturado
I,6,Lingual,,3.22,Limpia,Estratificación,Bulk,1.77,111.31,7.51,0.69,Subobturado
I,6,Lingual,,4.44,Con tejido remanente,Bulk,Bulk,2.88,89.08,7.97,0.75,Subobturado
I,6,Lingual,,4.88,Con tejido remanente,Bulk,Con fibra de vidrio,2.26,62.53,5.78,0.99,Equiobturado
I,6,Lingual,,4.14,Con tejido remanente,Bulk,Fluida,3.57,68.89,8.35,0.58,Sobreobturado
I,6,Lingual,,3.26,Limpia,Estratificación,Bulk,1.77,73.62,11.85,1.63,Sobreobturado
I,7,Oclusal,,3.37,Limpia,Estratificación,Bulk,4.75,105.68,7.7,1.2,Equiobturado
I,7,Oclusal,,4.32,Limpia,Bulk,Compuesta,3.43,111.32,15.47,0.87,Subobturado
I,7,Oclusal,,3.81,Con tejido remanente,Estratificación,Bulk,1.31,91.72,16.97,1.73,Subobturado
I,7,Oclusal,,3.43,Limpia,Bulk,Bulk,3.25,118.58,19.44,1.92,Sobreobturado
I,7,Oclusal,,2.99,Con tejido remanente,Estratificación,Fluida,3.99,114.2,7.0,1.58,Subobturado
I,7,Oclusal,,4.26,Con tejido remanente,Bulk,Bulk,2.8,59.0,9.68,1.81,Sobreobturado
I,7,Oclusal,,4.11,Con tejido remanente,Estratificación,Compuesta,2.43,76.67,12.02,1.07,Equiobturado
I,7,Oclusal,,1.54,Con tejido remanente,Bulk,Bulk,4.54,56.49,7.26,0.97,Subobturado
I,7,Oclusal,,1.36,Con tejido remanente,Estratificación,Con fibra de vidrio,2.0,65.75,4.02,1.07,Sobreobturado
I,7,Oclusal,,4.77,Con tejido remanente,Estratificación,Compuesta,4.6,114.02,0.56,1.45,Equiobturado
I,7,Oclusal,,2.42,Limpia,Estratificación,Bulk,1.54,59.14,6.34,0.6,Equiobturado
I,7,Oclusal,,1.29,Limpia,Bulk,Fluida,2.49,99.19,3.95,0.88,Sobreobturado
I,7,Oclusal,,3.16,Con tejido remanente,Estratificación,Fluida,3.59,87.52,13.22,0.56,Equiobturado
I,7,Oclusal,,3.03,Limpia,Bulk,Fluida,2.43,56.54,5.11,0.62,Sobreobturado
I,7,Oclusal,,3.48,Con tejido remanente,Bulk,Fluida,3.77,80.07,12.12,1.53,Subobturado
I,7,Oclusal,,3.01,Con tejido remanente,Estratificación,Compuesta,1.56,86.38,5.25,1.74,Equiobturado
I,7,Oclusal,,1.17,Con tejido remanente,Bulk,Compuesta,3.1,109.28,16.77,1.48,Equiobturado
I,7,Oclusal,,1.1,Con tejido remanente,Bulk,Fluida,2.03,52.26,3.38,1.44,Subobturado
I,7,Oclusal,,3.36,Con tejido remanente,Bulk,Con fibra de vidrio,2.64,70.44,11.3,0.54,Sobreobturado
I,7,Oclusal,,1.78,Con tejido remanente,Estratificación,Con fibra de vidrio,2.32,53.11,4.0,1.25,Subobturado
I,7,Bucal,,1.78,Limpia,Estratificación,Con fibra de vidrio,1.46,73.66,6.28,1.57,Sobreobturado
I,7,Bucal,,4.77,Limpia,Estratificación,Con fibra de vidrio,1.05,62.62,8.84,0.76,Subobturado
I,7,Bucal,,2.63,Con tejido remanente,Bulk,Compuesta,1.76,74.57,2.03,1.98,Subobturado
I,7,Bucal,,3.36,Limpia,Estratificación,Bulk,3.58,88.79,3.0,0.86,Equiobturado
I,7,Bucal,,1.46,Limpia,Bulk,Fluida,3.91,98.86,6.36,1.74,Sobreobturado
I,7,Bucal,,2.74,Limpia,Estratificación,Con fibra de vidrio,3.32,103.45,2.44,0.54,Sobreobturado
I,7,Bucal,,2.08,Con tejido remanente,Estratificación,Compuesta,2.79,69.89,3.81,1.37,Equiobturado
I,7,Bucal,,1.74,Con tejido remanente,Bulk,Bulk,3.48,92.13,6.99,1.46,Sobreobturado
I,7,Bucal,,4.7,Limpia,Estratificación,Fluida,2.12,62.76,8.99,0.76,Subobturado
I,7,Bucal,,3.0,Limpia,Bulk,Con fibra de vidrio,4.68,92.23,14.16,1.89,Equiobturado
I,7,Bucal,,2.61,Limpia,Bulk,Bulk,1.14,78.17,4.42,0.7,Sobreobturado
I,7,Bucal,,1.88,Limpia,Bulk,Con fibra de vidrio,3.26,67.96,12.37,1.55,Equiobturado
I,7,Bucal,,3.78,Limpia,Bulk,Fluida,2.46,110.42,14.07,1.35,Equiobturado
I,7,Bucal,,3.91,Limpia,Estratificación,Bulk,3.23,68.28,12.47,1.84,Equiobturado
I,7,Bucal,,4.35,Limpia,Bulk,Con fibra de vidrio,3.08,70.6,6.55,0.85,Subobturado
I,7,Bucal,,1.09,Con tejido remanente,Estratificación,Compuesta,2.33,103.08,4.63,1.0,Sobreobturado
I,7,Bucal,,3.68,Con tejido remanente,Estratificación,Bulk,2.79,60.6,2.57,1.14,Equiobturado
I,7,Bucal,,3.75,Limpia,Bulk,Bulk,3.09,81.21,4.84,0.71,Subobturado
I,7,Bucal,,1.26,Con tejido remanente,Estratificación,Con fibra de vidrio,4.35,64.89,0.83,0.68,Subobturado
I,7,Bucal,,2.35,Limpia,Bulk,Compuesta,2.77,52.91,5.77,2.0,Sobreobturado
I,7,Lingual,,3.64,Limpia,Bulk,Bulk,4.93,53.12,3.97,0.82,Equiobturado
I,7,Lingual,,4.88,Limpia,Estratificación,Compuesta,2.72,112.05,13.63,1.61,Sobreobturado
I,7,Lingual,,1.4,Con tejido remanente,Bulk,Bulk,4.65,76.52,14.53,0.69,Subobturado
I,7,Lingual,,3.31,Limpia,Estratificación,Fluida,4.86,55.53,8.28,1.81,Equiobturado
I,7,Lingual,,1.66,Limpia,Estratificación,Compuesta,2.96,67.81,9.64,1.47,Subobturado
I,7,Lingual,,4.94,Con tejido remanente,Estratificación,Fluida,4.67,55.08,4.19,1.49,Sobreobturado
I,7,Lingual,,4.91,Con tejido remanente,Bulk,Bulk,4.83,100.48,13.22,1.51,Subobturado
I,7,Lingual,,4.67,Con tejido remanente,Bulk,Con fibra de vidrio,4.85,83.07,14.71,0.68,Equiobturado
I,7,Lingual,,2.58,Con tejido remanente,Bulk,Compuesta,3.0,55.42,0.03,1.54,Subobturado
I,7,Lingual,,1.46,Con tejido remanente,Bulk,Compuesta,4.97,69.09,9.13,1.13,Sobreobturado
I,7,Lingual,,4.71,Limpia,Bulk,Fluida,4.18,74.16,5.56,0.85,Subobturado
I,7,Lingual,,3.33,Limpia,Estratificación,Con fibra de vidrio,2.72,51.91,4.67,1.53,Equiobturado
I,7,Lingual,,3.57,Con tejido remanente,Estratificación,Fluida,4.5,91.85,15.48,0.82,Subobturado
I,7,Lingual,,2.2,Limpia,Estratificación,Fluida,4.19,64.59,6.72,1.03,Equiobturado
I,7,Lingual,,3.44,Con tejido remanente,Estratificación,Fluida,4.51,64.64,11.7,1.24,Sobreobturado
I,7,Lingual,,3.47,Con tejido remanente,Bulk,Compuesta,2.26,62.53,8.12,0.81,Equiobturado
I,7,Lingual,,4.2,Con tejido remanente,Estratificación,Compuesta,3.85,81.14,6.51,1.13,Equiobturado
I,7,Lingual,,1.62,Con tejido remanente,Estratificación,Compuesta,4.08,59.75,8.86,0.74,Subobturado
I,7,Lingual,,1.94,Limpia,Bulk,Bulk,4.5,76.37,5.66,0.67,Subobturado
I,7,Lingual,,1.86,Limpia,Bulk,Fluida,2.84,89.07,3.15,1.64,Sobreobturado
I,8,Oclusal,,4.62,Con tejido remanente,Estratificación,Fluida,1.98,92.57,17.21,0.8,Equiobturado
I,8,Oclusal,,1.43,Limpia,Bulk,Bulk,4.45,79.91,14.8,1.72,Sobreobturado
I,8,Oclusal,,2.72,Con tejido remanente,Estratificación,Con fibra de vidrio,3.77,77.38,13.95,1.3,Sobreobturado
I,8,Oclusal,,4.07,Limpia,Estratificación,Compuesta,4.85,79.88,6.32,1.27,Sobreobturado
I,8,Oclusal,,3.18,Limpia,Bulk,Compuesta,4.81,103.59,11.89,1.65,Equiobturado
I,8,Oclusal,,3.41,Con tejido remanente,Bulk,Bulk,2.37,65.39,8.8,1.31,Sobreobturado
I,8,Oclusal,,4.2,Limpia,Estratificación,Con fibra de vidrio,1.79,53.21,3.94,1.11,Equiobturado
I,8,Oclusal,,2.3,Limpia,Estratificación,Con fibra de vidrio,2.58,76.89,13.04,1.85,Subobturado
I,8,Oclusal,,3.75,Limpia,Estratificación,Fluida,4.41,63.49,11.79,1.54,Subobturado
I,8,Oclusal,,2.26,Limpia,Bulk,Bulk,4.86,85.45,8.93,1.48,Sobreobturado
I,8,Oclusal,,1.95,Limpia,Bulk,Fluida,4.79,90.0,16.76,0.63,Sobreobturado
I,8,Oclusal,,3.35,Con tejido remanente,Bulk,Fluida,3.18,103.7,7.31,0.5,Subobturado
I,8,Oclusal,,3.42,Limpia,Estratificación,Bulk,3.04,63.84,4.5,0.73,Subobturado
I,8,Oclusal,,3.09,Con tejido remanente,Bulk,Fluida,2.81,50.72,1.3,1.53,Equiobturado
I,8,Oclusal,,4.36,Limpia,Bulk,Bulk,1.9,99.96,19.17,1.64,Subobturado
I,8,Oclusal,,2.48,Con tejido remanente,Estratificación,Compuesta,4.22,63.92,1.12,1.05,Equiobturado
I,8,Oclusal,,1.53,Con tejido remanente,Bulk,Con fibra de vidrio,1.44,98.15,17.04,1.03,Sobreobturado
I,8,Oclusal,,1.76,Limpia,Bulk,Fluida,4.96,97.13,10.07,1.29,Equiobturado
I,8,Oclusal,,1.27,Con tejido remanente,Bulk,Fluida,4.38,93.9,8.24,1.1,Equiobturado
I,8,Oclusal,,1.88,Limpia,Estratificación,Con fibra de vidrio,3.05,97.76,10.82,1.64,Subobturado
I,8,Bucal,,3.77,Con tejido remanente,Bulk,Compuesta,4.87,82.03,12.24,1.98,Equiobturado
I,8,Bucal,,2.83,Con tejido remanente,Estratificación,Con fibra de vidrio,3.69,90.07,3.54,1.09,Equiobturado
I,8,Bucal,,2.69,Limpia,Estratificación,Con fibra de vidrio,4.03,52.94,1.29,1.78,Sobreobturado
I,8,Bucal,,3.39,Limpia,Estratificación,Fluida,2.4,68.36,4.46,0.57,Equiobturado
I,8,Bucal,,2.54,Limpia,Bulk,Fluida,2.28,72.41,4.96,1.76,Equiobturado
I,8,Bucal,,4.66,Limpia,Estratificación,Con fibra de vidrio,3.82,65.24,8.48,1.19,Sobreobturado
I,8,Bucal,,4.83,Con tejido remanente,Estratificación,Compuesta,2.62,77.6,0.72,1.96,Subobturado
I,8,Bucal,,4.0,Limpia,Estratificación,Fluida,1.31,72.07,9.7,1.37,Equiobturado
I,8,Bucal,,1.61,Con tejido remanente,Bulk,Con fibra de vidrio,4.15,80.52,10.56,0.9,Subobturado
I,8,Bucal,,4.64,Limpia,Estratificación,Fluida,2.22,107.56,4.95,1.88,Subobturado
I,8,Bucal,,4.7,Limpia,Estratificación,Con fibra de vidrio,3.1,60.7,4.68,1.92,Subobturado
I,8,Bucal,,4.53,Con tejido remanente,Estratificación,Fluida,1.68,97.13,18.82,1.64,Subobturado
I,8,Bucal,,3.34,Limpia,Estratificación,Con fibra de vidrio,2.51,91.55,12.06,1.28,Sobreobturado
I,8,Bucal,,4.6,Limpia,Bulk,Con fibra de vidrio,5.0,51.72,5.05,1.51,Sobreobturado
I,8,Bucal,,4.67,Con tejido remanente,Estratificación,Compuesta,2.96,73.96,7.48,1.93,Sobreobturado
I,8,Bucal,,3.13,Limpia,Bulk,Compuesta,1.15,94.51,9.94,1.0,Subobturado
I,8,Bucal,,1.48,Limpia,Bulk,Compuesta,3.52,113.35,0.7,1.01,Sobreobturado
I,8,Bucal,,1.82,Limpia,Estratificación,Bulk,1.76,83.09,4.9,0.67,Equiobturado
I,8,Bucal,,1.48,Limpia,Bulk,Fluida,2.8,78.46,7.86,0.52,Sobreobturado
I,8,Bucal,,2.01,Limpia,Bulk,Bulk,1.77,63.08,0.93,1.68,Sobreobturado
I,8,Lingual,,2.45,Con tejido remanente,Estratificación,Bulk,4.15,65.07,6.07,1.65,Subobturado
I,8,Lingual,,4.96,Con tejido remanente,Estratificación,Compuesta,4.18,69.57,1.1,1.56,Equiobturado
I,8,Lingual,,4.34,Con tejido remanente,Bulk,Compuesta,3.28,72.49,5.29,1.3,Sobreobturado
I,8,Lingual,,2.13,Limpia,Bulk,Fluida,4.25,51.46,10.25,1.92,Equiobturado
I,8,Lingual,,1.99,Limpia,Bulk,Con fibra de vidrio,2.85,76.5,3.26,1.26,Subobturado
I,8,Lingual,,2.49,Limpia,Bulk,Bulk,3.47,106.35,20.05,1.95,Equiobturado
I,8,Lingual,,4.08,Con tejido remanente,Estratificación,Bulk,2.68,54.96,10.39,0.71,Subobturado
I,8,Lingual,,4.62,Con tejido remanente,Estratificación,Compuesta,3.56,67.4,5.95,1.29,Equiobturado
I,8,Lingual,,3.35,Con tejido remanente,Estratificación,Fluida,3.22,79.39,0.61,1.87,Equiobturado
I,8,Lingual,,1.12,Con tejido remanente,Estratificación,Bulk,3.67,79.63,4.33,1.31,Equiobturado
I,8,Lingual,,4.86,Con tejido remanente,Estratificación,Con fibra de vidrio,2.68,58.74,11.11,1.22,Subobturado
I,8,Lingual,,4.21,Limpia,Estratificación,Con fibra de vidrio,3.6,93.69,16.48,1.1,Equiobturado
I,8,Lingual,,1.42,Con tejido remanente,Estratificación,Compuesta,2.55,108.07,14.27,0.91,Subobturado
I,8,Lingual,,1.73,Limpia,Estratificación,Con fibra de vidrio,1.69,94.61,7.19,1.7,Subobturado
I,8,Lingual,,3.69,Limpia,Estratificación,Con fibra de vidrio,1.59,119.84,16.46,0.52,Sobreobturado
I,8,Lingual,,3.77,Limpia,Estratificación,Fluida,3.78,72.22,4.35,0.75,Sobreobturado
I,8,Lingual,,1.81,Con tejido remanente,Bulk,Con fibra de vidrio,3.72,100.01,3.2,1.8,Equiobturado
I,8,Lingual,,3.54,Limpia,Bulk,Fluida,2.35,102.35,8.41,0.78,Subobturado
I,8,Lingual,,2.12,Limpia,Estratificación,Compuesta,2.08,79.37,4.77,0.61,Subobturado
I,8,Lingual,,3.4,Con tejido remanente,Estratificación,Bulk,3.36,80.15,9.88,1.57,Sobreobturado
I,9,Oclusal,,2.71,Limpia,Bulk,Fluida,2.2,119.27,18.99,1.95,Subobturado
I,9,Oclusal,,3.51,Con tejido remanente,Estratificación,Fluida,3.01,63.23,0.7,1.96,Subobturado
I,9,Oclusal,,4.91,Con tejido remanente,Bulk,Compuesta,3.2,105.08,11.48,0.98,Subobturado
I,9,Oclusal,,2.14,Con tejido remanente,Bulk,Compuesta,4.4,94.08,10.52,1.48,Subobturado
I,9,Oclusal,,2.52,Limpia,Bulk,Con fibra de vidrio,3.01,108.68,1.46,1.03,Equiobturado
I,9,Oclusal,,3.89,Con tejido remanente,Bulk,Fluida,2.3,77.52,3.55,1.82,Equiobturado
I,9,Oclusal,,3.66,Con tejido remanente,Estratificación,Bulk,1.86,62.61,10.73,0.67,Subobturado
I,9,Oclusal,,2.16,Limpia,Estratificación,Bulk,3.43,69.27,0.23,1.69,Subobturado
I,9,Oclusal,,4.5,Con tejido remanente,Bulk,Con fibra de vidrio,4.31,59.93,7.98,1.21,Equiobturado
